image_id,text,name,group,sub_group,emoji,train
1709,Огурец,cucumber,Food & Drink,food-vegetable,🥒,1
1710,Зеленые листья,leafy green,Food & Drink,food-vegetable,🥬,1
1711,Брокколи,broccoli,Food & Drink,food-vegetable,🥦,1
1712,Гриб-поганка,mushroom,Food & Drink,food-vegetable,🍄,1
1713,Арахис,peanuts,Food & Drink,food-vegetable,🥜,1
1714,Каштан,chestnut,Food & Drink,food-vegetable,🌰,1
1715,Хлеб,bread,Food & Drink,food-prepared,🍞,1
1716,Круассан,croissant,Food & Drink,food-prepared,🥐,1
1717,Багет,baguette bread,Food & Drink,food-prepared,🥖,1
1718,Кренделек,pretzel,Food & Drink,food-prepared,🥨,1
1719,Рогалик,bagel,Food & Drink,food-prepared,🥯,1
1720,Блины,pancakes,Food & Drink,food-prepared,🥞,1
1721,Сыр,cheese wedge,Food & Drink,food-prepared,🧀,1
1722,Мясо на кости,meat on bone,Food & Drink,food-prepared,🍖,1
1723,Птичья нога,poultry leg,Food & Drink,food-prepared,🍗,1
1724,Кусок мяса,cut of meat,Food & Drink,food-prepared,🥩,0
1725,Бекон,bacon,Food & Drink,food-prepared,🥓,1
1726,Гамбургер,hamburger,Food & Drink,food-prepared,🍔,1
1727,Картофель фри,french fries,Food & Drink,food-prepared,🍟,1
1728,Пицца,slice of pizza,Food & Drink,food-prepared,🍕,1
1729,Хот-дог,hot dog,Food & Drink,food-prepared,🌭,1
1730,Сэндвич,sandwich,Food & Drink,food-prepared,🥪,1
1731,Тако,taco,Food & Drink,food-prepared,🌮,1
1732,Буритто,burrito,Food & Drink,food-prepared,🌯,1
1733,Фаршированные лепешки,stuffed flatbread,Food & Drink,food-prepared,🥙,1
1734,Яйцо,egg,Food & Drink,food-prepared,🥚,1
1735,Приготовление еды,cooking,Food & Drink,food-prepared,🍳,1
1736,Кастрюля с едой,shallow pan of food,Food & Drink,food-prepared,🥘,1
1737,Тарелка с едой,pot of food,Food & Drink,food-prepared,🍲,1
1738,Пустая тарелка с ложкой,bowl with spoon,Food & Drink,food-prepared,🥣,1
1739,Зеленый салат,green salad,Food & Drink,food-prepared,🥗,1
1740,Попкорн,popcorn,Food & Drink,food-prepared,🍿,0
1741,Соль,salt shaker,Food & Drink,food-prepared,🧂,1
1742,Консервированные продукты,canned food,Food & Drink,food-prepared,🥫,1
1743,Коробка с бенто,bento box,Food & Drink,food-asian,🍱,1
1744,Жаренная лепешка с рисом,rice cracker,Food & Drink,food-asian,🍘,1
1745,Рисовый шарик,rice ball,Food & Drink,food-asian,🍙,1
1746,Приготовленный рис,cooked rice,Food & Drink,food-asian,🍚,1
1747,Карри с рисом,curry and rice,Food & Drink,food-asian,🍛,1
1748,Тарелка с дымящейся лапшой,steaming bowl,Food & Drink,food-asian,🍜,1
1749,Спагетти,spaghetti,Food & Drink,food-asian,🍝,1
1750,Сладкий картофель,roasted sweet potato,Food & Drink,food-asian,🍠,1
1751,Одэн,oden,Food & Drink,food-asian,🍢,1
1752,Суши,sushi,Food & Drink,food-asian,🍣,1
1753,Жареная креветка,fried shrimp,Food & Drink,food-asian,🍤,0
1754,Рыбный торт с вихрем,fish cake with swirl design,Food & Drink,food-asian,🍥,1
1755,Лунный торт,moon cake,Food & Drink,food-asian,🥮,1
1756,Данго,dango,Food & Drink,food-asian,🍡,1
1757,Клецка,dumpling,Food & Drink,food-asian,🥟,1
1758,Печенье удачи,fortune cookie,Food & Drink,food-asian,🥠,1
1759,Коробка для еды,takeout box,Food & Drink,food-asian,🥡,1
1760,Краб,crab,Food & Drink,food-marine,🦀,1
1761,Рак,lobster,Food & Drink,food-marine,🦞,1
1762,Креветка,shrimp,Food & Drink,food-marine,🦐,1
1763,Кальмар,squid,Food & Drink,food-marine,🦑,1
1764,Мороженое в стакане,soft ice cream,Food & Drink,food-sweet,🍦,1
1765,Битый лед,shaved ice,Food & Drink,food-sweet,🍧,1
1766,Мороженое,ice cream,Food & Drink,food-sweet,🍨,1
1767,Пончик,doughnut,Food & Drink,food-sweet,🍩,1
1768,Печенье,cookie,Food & Drink,food-sweet,🍪,1
1769,Торт на День Рождения,birthday cake,Food & Drink,food-sweet,🎂,0
1770,Кусок торта,shortcake,Food & Drink,food-sweet,🍰,1
1771,Кекс,cupcake,Food & Drink,food-sweet,🧁,1
1772,Пирог,pie,Food & Drink,food-sweet,🥧,1
1773,Плитка шоколада,chocolate bar,Food & Drink,food-sweet,🍫,1
1774,Конфета,candy,Food & Drink,food-sweet,🍬,1
1775,Леденец,lollipop,Food & Drink,food-sweet,🍭,1
1776,Заварной крем,custard,Food & Drink,food-sweet,🍮,1
1777,Мед,honey pot,Food & Drink,food-sweet,🍯,1
1778,Детская бутылочка,baby bottle,Food & Drink,drink,🍼,1
1779,Стакан с молоком,glass of milk,Food & Drink,drink,🥛,0
1780,Горячий напиток,hot beverage,Food & Drink,drink,☕,0
1781,Кружка чая без ручки,teacup without handle,Food & Drink,drink,🍵,1
1782,Саке,sake bottle and cup,Food & Drink,drink,🍶,1
1783,Бутылка шампанского,bottle with popping cork,Food & Drink,drink,🍾,1
1784,Бокал вина,wine glass,Food & Drink,drink,🍷,1
1785,Коктейль,cocktail glass,Food & Drink,drink,🍸,1
1786,Тропический напиток,tropical drink,Food & Drink,drink,🍹,1
1787,Пинта пива,beer mug,Food & Drink,drink,🍺,1
1788,Чокающиеся кружки с пивом,clinking beer mugs,Food & Drink,drink,🍻,0
1789,Чокающиеся бокалы с шампанским,clinking glasses,Food & Drink,drink,🥂,1
1790,Стеклянный стакан,tumbler glass,Food & Drink,drink,🥃,1
1791,Стакан с трубочкой,cup with straw,Food & Drink,drink,🥤,1
1792,Палочки для еды,chopsticks,Food & Drink,dishware,🥢,1
1793,"Вилка, нож, тарелка",fork and knife with plate,Food & Drink,dishware,🍽,1
1794,"Вилка, нож",fork and knife,Food & Drink,dishware,🍴,1
1795,Ложка,spoon,Food & Drink,dishware,🥄,0
1796,Кухонный нож,hocho,Food & Drink,dishware,🔪,1
1797,Амфора,amphora,Food & Drink,dishware,🏺,1
1798,"Глобус, показывающий Европу и Африку",earth globe europe africa,Travel & Places,place-map,🌍,1
1799,"Глобус, показывающий Южную и Северную Америки",earth globe americas,Travel & Places,place-map,🌎,0
1800,"Глобус, показывающий Азию и Австралию",earth globe asia australia,Travel & Places,place-map,🌏,1
1801,Глобус с Меридианами,globe with meridians,Travel & Places,place-map,🌐,1
1802,Мировая карта,world map,Travel & Places,place-map,🗺,1
1803,Карта Японии,silhouette of japan,Travel & Places,place-map,🗾,1
1804,Компас,compass,Travel & Places,place-map,🧭,1
1805,Заснеженная вершина горы,snow capped mountain,Travel & Places,place-geographic,🏔,1
1806,Гора,mountain,Travel & Places,place-geographic,⛰,1
1807,Вулкан,volcano,Travel & Places,place-geographic,🌋,1
1808,Гора Фудзи,mount fuji,Travel & Places,place-geographic,🗻,0
1809,Кемпинг,camping,Travel & Places,place-geographic,🏕,1
1810,Пляж и зонтик,beach with umbrella,Travel & Places,place-geographic,🏖,1
1811,Пустыня,desert,Travel & Places,place-geographic,🏜,1
1812,Пустынный остров,desert island,Travel & Places,place-geographic,🏝,1
1813,Национальный парк,national park,Travel & Places,place-geographic,🏞,1
1814,Стадион,stadium,Travel & Places,place-building,🏟,1
1815,Классическая постройка,classical building,Travel & Places,place-building,🏛,1
1816,Строительство,building construction,Travel & Places,place-building,🏗,1
1817,Кирпич,brick,Travel & Places,place-building,🧱,0
1818,Дома,house buildings,Travel & Places,place-building,🏘,1
1819,Ветхий дом,derelict house building,Travel & Places,place-building,🏚,0
1820,Дом,house building,Travel & Places,place-building,🏠,1
1821,Дом с садом,house with garden,Travel & Places,place-building,🏡,1
1822,Офисное здание,office building,Travel & Places,place-building,🏢,1
1823,Здание японской почты,japanese post office,Travel & Places,place-building,🏣,1
1824,Отделение почты,european post office,Travel & Places,place-building,🏤,1
1825,Госпиталь,hospital,Travel & Places,place-building,🏥,1
1826,Банк,bank,Travel & Places,place-building,🏦,0
1827,Отель,hotel,Travel & Places,place-building,🏨,1
1828,Лав-отель,love hotel,Travel & Places,place-building,🏩,1
1829,Круглосуточный магазин,convenience store,Travel & Places,place-building,🏪,1
1830,Школа,school,Travel & Places,place-building,🏫,1
1831,Универмаг,department store,Travel & Places,place-building,🏬,1
1832,Фабрика,factory,Travel & Places,place-building,🏭,1
1833,Японский замок,japanese castle,Travel & Places,place-building,🏯,1
1834,Замок,european castle,Travel & Places,place-building,🏰,1
1835,Дворец бракосочетания,wedding,Travel & Places,place-building,💒,1
1836,Токийская башня,tokyo tower,Travel & Places,place-building,🗼,1
1837,Статуя Свободы,statue of liberty,Travel & Places,place-building,🗽,1
1838,Церковь,church,Travel & Places,place-religious,⛪,1
1839,Мечеть,mosque,Travel & Places,place-religious,🕌,1
1840,Синагога,synagogue,Travel & Places,place-religious,🕍,1
1841,Синтоитский храм,shinto shrine,Travel & Places,place-religious,⛩,1
1842,Кааба,kaaba,Travel & Places,place-religious,🕋,1
1843,Фонтан,fountain,Travel & Places,place-other,⛲,0
1844,Палатка,tent,Travel & Places,place-other,⛺,1
1845,Туманность,foggy,Travel & Places,place-other,🌁,1
1846,Звездная ночь,night with stars,Travel & Places,place-other,🌃,1
1847,Городской пейзаж,cityscape,Travel & Places,place-other,🏙,1
1848,Рассвет в горах,sunrise over mountains,Travel & Places,place-other,🌄,1
1849,Рассвет,sunrise,Travel & Places,place-other,🌅,1
1850,Городской пейзаж на рассвете,cityscape at dusk,Travel & Places,place-other,🌆,1
1851,Закат,sunset over buildings,Travel & Places,place-other,🌇,0
1852,Мост ночью,bridge at night,Travel & Places,place-other,🌉,1
1853,Горячие источники,hot springs,Travel & Places,place-other,♨,1
1854,Карусель,carousel horse,Travel & Places,place-other,🎠,1
1855,Колесо обозрения,ferris wheel,Travel & Places,place-other,🎡,1
1856,Американские горки,roller coaster,Travel & Places,place-other,🎢,1
1857,Парикмахерская,barber pole,Travel & Places,place-other,💈,0
1858,Палатка цирка,circus tent,Travel & Places,place-other,🎪,1
1859,Локомотив,steam locomotive,Travel & Places,transport-ground,🚂,1
